,values
3228,-7.80394
3229,-3.9433
3230,-6.87243
3231,-4.54487
3232,-5.10104
3233,-3.95743
3234,-7.55247
3235,-2.22671
3236,-9.17739
3237,-2.15536
3238,-11.21056
3239,-2.12027
3240,-11.0385
3241,-0.31101
3242,-11.21033
3243,-2.18289
3244,-11.21852
3245,-1.42796
3246,-10.70398
3247,-1.64444
3248,-12.45462
3249,-3.18853
3250,-7.67504
3251,-5.11072
3252,-9.85503
3253,-3.37112
3254,-5.90784
3255,-5.45335
3256,-7.08237
3257,-3.69986
3258,-5.54046
3259,-7.08314
3260,-4.73565
3261,-6.56335
3262,-3.83459
3263,-4.13847
3264,-5.40171
3265,-6.63761
3266,-4.2627
3267,-6.3145
3268,-3.91742
3269,-8.54969
3270,-2.57186
3271,-8.18616
3272,-1.39783
3273,-11.18013
3274,-2.78202
3275,-9.74987
3276,-0.95115
3277,-12.34837
3278,0.35184
3279,-13.10378
3280,-2.47153
3281,-9.99605
3282,-1.09292
3283,-10.53227
3284,-2.97098
3285,-9.35214
3286,-3.91419
3287,-4.9112
3288,-4.44824
3289,-3.51193
3290,-7.22046
3291,-7.07647
3292,-4.13698
3293,-6.18839
3294,-3.75183
3295,-7.7139
3296,-2.81133
3297,-9.56864
3298,-2.52068
3299,-7.60092
3300,-1.79393
3301,-8.50409
3302,-2.22198
3303,-10.19405
3304,-1.54467
3305,-9.46261
3306,-3.37106
3307,-7.846
3308,-5.0964
3309,-8.21812
3310,-3.60157
3311,-7.42366
3312,-3.1377
3313,-7.85356
3314,-5.13465
3315,-5.48047
3316,-4.87793
3317,-5.61524
3318,-4.85932
3319,-8.44399
3320,-2.89875
3321,-8.39499
3322,-3.91284
3323,-7.52612
3324,-3.22668
3325,-5.9325
3326,-4.31458
3327,-7.53824
3328,-4.54241
3329,-7.38019
3330,-5.41787
3331,-6.33892
3332,-6.65928
3333,-3.89353
3334,-7.06332
3335,-5.7348
3336,-5.9561
3337,-4.59497
3338,-7.09613
3339,-1.73161
3340,-7.15047
3341,-2.28212
3342,-8.51284
3343,-1.46768
3344,-8.91521
3345,-1.71619
3346,-9.46092
3347,-0.52033
3348,-14.46121
3349,-1.42985
3350,-13.02393
3351,-0.78724
3352,-13.86965
3353,-3.07013
3354,-11.81946
3355,-2.25722
3356,-10.32425
3357,-1.63525
3358,-9.62553
3359,-4.47357
3360,-7.18647
3361,-1.43917
3362,-8.56502
3363,-1.27895
3364,-8.10599
3365,-3.08015
3366,-7.77233
3367,-2.79825
3368,-8.54446
3369,-3.62365
3370,-9.3949
3371,-3.53484
3372,-8.67404
3373,-2.62442
3374,-9.06029
3375,-0.12724
3376,-12.54513
3377,-1.38684
3378,-14.72032
3379,-0.79169
3380,-12.73568
3381,-1.76669
3382,-12.51347
3383,-4.44777
3384,-7.95361
3385,-1.76622
3386,-9.43549
3387,-0.23844
3388,-10.69073
3389,-2.79653
3390,-7.77953
3391,-1.52723
3392,-9.12573
3393,0.08435
3394,-9.93779
3395,-1.33344
3396,-8.23095
3397,-2.75663
3398,-7.98096
3399,-2.85522
3400,-9.01991
3401,-2.25648
3402,-8.67637
3403,-1.67516
3404,-10.48787
3405,-4.12636
3406,-6.92301
3407,-3.64912
3408,-6.08624
3409,-5.61975
3410,-6.23669
3411,-4.24228
3412,-4.78934
3413,-5.79983
3414,-6.69232
3415,-4.74932
3416,-6.24059
3417,-2.84059
3418,-7.15447
3419,-5.39234
3420,-6.61269
3421,-3.09121
3422,-8.67478
3423,-4.1944
3424,-5.9646
3425,-4.69559
3426,-7.28958
3427,-4.63112
3428,-7.07294
3429,-4.01124
3430,-7.63084
3431,-2.13285
3432,-8.15742
3433,-3.41812
3434,-10.60083
3435,-4.50576
3436,-6.10593
3437,-5.86549
3438,-2.48653
3439,-6.53239
3440,-3.29706
3441,-6.72943
3442,-3.81527
3443,-7.18836
3444,-3.29058
3445,-8.14171
3446,-1.91096
3447,-10.9325
3448,-3.86686
3449,-8.005
3450,-3.93642
3451,-6.77537
3452,-4.74957
3453,-6.74082
3454,-2.84375
3455,-10.35504
3456,-2.98135
3457,-8.91555
3458,-2.83328
3459,-8.04516
3460,-4.20879
3461,-7.36015
3462,-3.49138
3463,-7.90699
3464,-1.56801
3465,-9.11193
3466,-0.06581
3467,-9.22633
3468,-1.62668
3469,-11.45938
3470,-2.05724
3471,-9.8934
3472,-2.0005
3473,-11.69886
3474,-0.84049
3475,-13.29751
3476,-1.53531
3477,-12.55509
3478,-0.19899
3479,-13.03738
3480,1.78735
3481,-16.99385
3482,-2.90505
3483,-11.54064
3484,-2.93912
3485,-8.82373
3486,-2.27692
3487,-9.033
3488,-3.62345
3489,-6.93071
3490,-3.67743
3491,-5.90044
3492,-3.29255
3493,-7.77628
3494,-4.17766
3495,-9.10021
3496,-0.8238
3497,-12.70474
3498,-1.95682
3499,-12.75154
3500,-1.59779
3501,-11.33031
3502,-2.20213
3503,-11.56605
3504,-2.35059
3505,-9.39368
3506,-2.93532
3507,-7.5901
3508,-2.09969
3509,-9.5763
3510,-1.20024
3511,-9.6732
3512,-4.22308
3513,-8.08333
3514,-2.71674
3515,-5.4005
3516,-4.37059
3517,-6.72525
3518,-5.86417
3519,-5.7037
3520,-4.66389
3521,-5.44632
3522,-4.97073
3523,-4.36751
3524,-3.12813
3525,-4.36313
3526,-7.85169
3527,-0.39047
3528,-11.41505
3529,-1.96603
3530,-10.71957
3531,-1.87166
3532,-10.69554
3533,-1.36641
3534,-11.3147
3535,-0.51387
3536,-13.92364
3537,-2.07478
3538,-10.00669
3539,-2.3736
3540,-10.92907
3541,-0.63219
3542,-11.78628
3543,-1.97337
3544,-12.5883
3545,-1.96628
3546,-10.86271
3547,-2.21618
3548,-9.74024
3549,-1.72862
3550,-11.84047
3551,-3.47381
3552,-7.09358
3553,-1.80433
3554,-9.29314
3555,-0.90647
3556,-12.19791
3557,-1.11203
3558,-12.10541
3559,-0.39893
3560,-13.71138
3561,-2.95433
3562,-11.27408
3563,-2.52654
3564,-9.97831
3565,-1.70607
3566,-9.26002
3567,-1.62018
3568,-9.48098
3569,-1.66035
3570,-9.55114
3571,-1.20573
3572,-11.68985
3573,-1.14709
3574,-12.58738
3575,-2.45767
3576,-9.95103
3577,-2.86407
3578,-9.52724
3579,-0.82542
3580,-10.53538
3581,-3.70541
3582,-10.86934
3583,-1.49522
3584,-12.39348
3585,-1.23118
3586,-11.54192
3587,-1.04378
3588,-11.78041
3589,-0.33315
3590,-12.74683
3591,-1.89971
3592,-9.5079
3593,-2.31974
3594,-11.59049
3595,-0.86285
3596,-13.99704
3597,-1.80869
3598,-14.25959
3599,-3.90431
3600,-10.47457
3601,-1.38854
3602,-10.04479
3603,-3.60773
3604,-6.06766
3605,-6.65464
3606,-5.49826
3607,-4.78385
3608,-3.66553
3609,-6.71335
3610,-6.2231
3611,-4.39546
3612,-6.60262
3613,-4.3686
3614,-5.66485
3615,-5.25728
3616,-4.72788
3617,-5.98557
3618,-3.67596
3619,-6.20571
3620,-2.45976
3621,-7.48631
3622,-3.36179
3623,-9.2558
3624,-2.34732
3625,-9.97167
3626,-0.21883
3627,-11.93886
3628,-0.79981
3629,-10.62132
3630,-1.62906
3631,-7.67425
3632,-4.74369
3633,-8.05863
3634,-6.17701
3635,-6.23353
3636,-4.38707
3637,-6.41495
3638,-3.32237
3639,-6.75592
3640,-3.30987
3641,-5.91558
3642,-4.94282
3643,-4.30821
3644,-6.01027
3645,-3.51581
3646,-7.71349
3647,-3.31909
3648,-8.14311
3649,-3.72856
3650,-7.25197
3651,-4.02009
3652,-4.39058
3653,-6.70699
3654,-3.81859
3655,-7.71871
3656,-4.09078
3657,-5.87395
3658,-5.84394
3659,-2.41505
3660,-8.39517
3661,-3.50021
3662,-7.57575
3663,-2.72222
3664,-9.61878
3665,-2.11554
3666,-9.0598
3667,-0.19576
3668,-11.38977
3669,0.76665
3670,-13.77982
3671,-0.34777
3672,-14.20981
3673,-2.67471
3674,-10.80124
3675,-1.09977
3676,-11.12476
3677,-0.84713
3678,-12.82117
3679,0.47789
3680,-15.84787
3681,-2.16455
3682,-11.26278
3683,-2.9388
3684,-8.20593
3685,-2.84691
3686,-7.83976
3687,-4.45787
3688,-7.27331
3689,-3.96911
3690,-6.56821
3691,-5.54826
3692,-5.09166
3693,-5.53152
3694,-4.53761
3695,-4.15467
3696,-5.42909
3697,-3.47155
3698,-6.6484
3699,-4.69907
3700,-7.27093
3701,-2.78978
3702,-7.39407
3703,-3.73007
3704,-6.99375
3705,-3.78669
3706,-6.67745
3707,-5.12601
3708,-5.3685
3709,-6.24202
3710,-5.25487
3711,-5.37841
3712,-7.4044
3713,-5.30803
3714,-4.16945
3715,-8.08891
3716,-4.30432
3717,-6.58494
3718,-4.06402
3719,-6.45751
3720,-3.96717
3721,-6.92061
3722,-1.35703
3723,-13.09415
3724,-1.835
3725,-12.23806
3726,-1.89938
3727,-8.90222
3728,-2.04643
3729,-9.84669
3730,-2.83218
3731,-11.58779
3732,-3.72423
3733,-6.4783
3734,-4.63899
3735,-8.23952
3736,-2.57759
3737,-11.03621
3738,-1.47902
3739,-11.31277
3740,-3.36256
3741,-8.93911
3742,-1.77234
3743,-8.56982
3744,-1.05056
3745,-10.91928
3746,-2.89516
3747,-9.27334
3748,-2.96311
3749,-8.97675
3750,-3.27365
3751,-7.14696
3752,-5.18994
3753,-5.40646
3754,-5.88913
3755,-3.29307
3756,-6.34173
3757,-2.77826
3758,-7.58381
3759,-3.9511
3760,-10.26602
3761,-1.68081
3762,-12.47291
3763,-1.25901
3764,-11.27978
3765,-1.03265
3766,-9.97543
3767,-1.3358
3768,-12.34511
3769,-0.24303
3770,-10.10822
3771,-0.57314
3772,-10.81607
3773,-0.48969
3774,-11.65729
3775,-0.25882
3776,-12.32092
3777,-1.36086
3778,-12.35492
3779,-1.75369
3780,-14.05849
3781,-4.80337
3782,-9.49966
3783,-2.9482
3784,-9.44531
3785,-0.89044
3786,-11.34875
3787,-1.09557
3788,-12.82414
3789,-1.94148
3790,-10.65825
3791,-0.2245
3792,-12.37234
3793,-0.64936
3794,-11.77331
3795,-1.99296
3796,-10.49593
3797,-1.82027
3798,-10.79149
3799,-1.79508
3800,-8.64044
3801,-1.07586
3802,-10.47442
3803,-1.22166
3804,-10.06971
3805,-3.59727
3806,-8.94774
3807,-1.16477
3808,-12.34291
3809,-1.91055
3810,-10.81318
3811,-1.14765
3812,-10.96441
3813,0.54259
3814,-13.6361
3815,-0.03381
3816,-14.41954
3817,0.50753
3818,-14.09271
3819,-2.601
3820,-10.31447
3821,-2.3859
3822,-9.40292
3823,-2.56069
3824,-11.06119
3825,-1.64199
3826,-10.20629
3827,-3.32572
3828,-7.42153
3829,-3.23364
3830,-7.16027
3831,-2.12593
3832,-7.91645
3833,-3.36774
3834,-9.09034
3835,-2.22337
3836,-9.10162
3837,-3.09046
3838,-10.00775
3839,-0.67496
3840,-11.59977
3841,-1.43074
3842,-10.84724
3843,-2.00484
3844,-10.57719
3845,-1.66648
3846,-9.13425
3847,-0.80149
3848,-11.77873
3849,-2.89492
3850,-9.83479
3851,-2.57522
3852,-10.33008
3853,-3.33986
3854,-8.20441
3855,-4.56064
3856,-5.44796
3857,-5.84687
3858,-5.04484
3859,-6.77836
3860,-4.06782
3861,-7.14445
3862,-4.64387
3863,-8.48456
3864,-5.50673
3865,-7.08848
3866,-5.29798
3867,-8.12193
3868,-3.92083
3869,-7.75123
3870,-2.6675
3871,-7.743
3872,-2.33542
3873,-9.84572
3874,-0.94441
3875,-9.86739
3876,-2.11233
3877,-11.30095
3878,-0.9916
3879,-12.17582
3880,-3.09156
3881,-10.14418
3882,-0.61678
3883,-12.21044
3884,-1.05808
3885,-13.83777
3886,-2.21375
3887,-11.60379
3888,-4.78378
3889,-6.84093
3890,-5.12242
3891,-7.987
3892,-4.16169
3893,-6.4163
3894,-4.95002
3895,-5.34945
3896,-4.82288
3897,-4.98569
3898,-8.48944
3899,-2.11096
3900,-9.08701
3901,-3.66677
3902,-7.52887
3903,-4.35739
3904,-6.61885
3905,-3.26812
3906,-7.33304
3907,-1.65122
3908,-11.00016
3909,-1.4822
3910,-11.05031
3911,-1.4586
3912,-9.60289
3913,-1.82767
3914,-10.85886
3915,-1.46162
3916,-11.1689
3917,-2.47413
3918,-8.67023
3919,-3.54074
3920,-6.92063
3921,-3.06331
3922,-7.07955
3923,-2.72691
3924,-10.46898
3925,-4.20827
3926,-6.38564
3927,-5.15247
3928,-6.74591
3929,-4.84356
3930,-7.74984
3931,-5.1347
3932,-5.18165
3933,-7.46498
3934,-5.12456
3935,-6.78102
3936,-2.32348
3937,-8.88087
3938,-1.0331
3939,-11.57698
3940,0.00975
3941,-11.44118
3942,-0.74201
3943,-14.54238
3944,-1.76967
3945,-12.38994
3946,-1.42629
3947,-9.96293
3948,-3.20752
3949,-7.31287
3950,-3.69182
3951,-7.19463
3952,-1.94405
3953,-10.57241
3954,-3.72606
3955,-7.45537
3956,-4.06709
3957,-5.04963
3958,-5.93921
3959,-3.89589
3960,-6.64518
3961,-3.96599
3962,-7.81155
3963,-3.24675
3964,-6.64389
3965,-4.5564
3966,-5.41862
3967,-3.87707
3968,-5.46696
3969,-5.83325
3970,-3.36324
3971,-5.75794
3972,-2.8603
3973,-8.26438
3974,-1.28597
3975,-10.29747
3976,-1.95272
3977,-9.92911
3978,-2.90757
3979,-9.25693
3980,-1.79487
3981,-9.33054
3982,-2.98262
3983,-12.67164
3984,-1.22204
3985,-13.31512
3986,-2.41243
3987,-10.19237
3988,-3.44709
3989,-6.84881
3990,-5.00523
3991,-4.55919
3992,-7.31598
3993,-1.59587
3994,-10.12685
3995,1.0213
3996,-14.39577
3997,-1.83442
3998,-12.10575
3999,-0.81495
4000,-11.00914
4001,-1.41834
4002,-11.28598
4003,-1.06865
4004,-10.96423
4005,-2.24049
4006,-13.23305
4007,-2.66552
4008,-9.98562
4009,-0.9819
4010,-11.22961
4011,-0.04069
4012,-14.39444
4013,-2.71796
4014,-11.90467
4015,-0.37261
4016,-12.13213
4017,-1.97812
4018,-8.81256
4019,-2.38525
4020,-9.17456
4021,-2.34255
4022,-9.99103
4023,-2.81136
4024,-10.16172
4025,-4.03378
4026,-7.66645
4027,-2.84916
4028,-7.84519
4029,-3.72331
4030,-6.38674
4031,-4.13865
4032,-6.57428
4033,-4.65889
4034,-5.46631
4035,-8.89212
4036,-2.69392
4037,-8.58491
4038,-1.88377
4039,-6.91849
4040,-3.33749
4041,-7.71834
4042,-3.60785
4043,-8.17214
4044,-5.0496
4045,-8.45023
4046,-3.526
4047,-7.36745
4048,-4.84676
4049,-5.39921
4050,-5.14509
4051,-5.03841
4052,-5.08334
4053,-4.36458
4054,-5.72344
4055,-4.74228
4056,-5.62688
4057,-5.59848
4058,-4.16749
4059,-7.1113
4060,-2.67301
4061,-11.03285
4062,-2.06294
4063,-10.70761
4064,-0.65264
4065,-13.64904
4066,-2.39738
4067,-10.87352
4068,-2.41962
4069,-9.33805
4070,-0.81808
4071,-11.40836
4072,0.63902
4073,-15.18154
4074,-0.13215
4075,-13.47576
4076,-3.79583
4077,-9.66155
4078,-2.209
4079,-9.20258
4080,-2.13473
4081,-10.33072
4082,-0.70869
4083,-11.40758
4084,-1.47026
4085,-11.4978
4086,-0.29792
4087,-13.62437
4088,1.13459
4089,-13.69657
4090,-0.34497
4091,-13.90375
4092,-1.39769
4093,-10.16899
4094,-2.80528
4095,-9.82608
4096,-1.04926
4097,-11.0038
4098,0.02159
4099,-14.01388
4100,-0.58939
4101,-13.27341
4102,-2.89488
4103,-11.83019
4104,-2.18864
4105,-11.11857
4106,-0.76951
4107,-13.21366
4108,-0.48292
4109,-15.18489
4110,-3.69649
4111,-11.66824
4112,-1.48326
4113,-11.94974
4114,-0.10217
4115,-15.61798
4116,-0.66437
4117,-14.14111
4118,-2.77616
4119,-10.21543
4120,-0.50579
4121,-11.53938
4122,-1.66861
4123,-8.72779
4124,-2.66092
4125,-9.65745
4126,-3.41299
4127,-9.83836
4128,-1.3309
4129,-8.04745
4130,-4.78313
4131,-6.71265
4132,-3.55397
4133,-7.77018
4134,-3.91895
4135,-6.68682
4136,-3.88097
4137,-5.70697
4138,-4.62988
4139,-6.475
4140,-2.57876
4141,-7.65052
4142,-4.57981
4143,-5.76788
4144,-4.39975
4145,-5.6464
4146,-3.86269
4147,-8.53012
4148,-0.78355
4149,-11.82629
4150,-2.02171
4151,-9.9305
4152,-3.03836
4153,-10.17593
4154,-2.87131
4155,-8.82075
4156,-1.29357
4157,-10.85762
4158,-1.37456
4159,-10.99901
4160,-1.52439
4161,-12.72211
4162,-4.34506
4163,-7.47775
4164,-2.69302
4165,-7.48298
4166,-5.4825
4167,-4.80996
4168,-6.85589
4169,-3.91878
4170,-7.60253
4171,-5.80617
4172,-4.00057
4173,-6.14695
4174,-6.02571
4175,-7.49661
4176,-3.71877
4177,-7.19583
4178,-3.95302
4179,-5.54934
4180,-3.4605
4181,-7.55975
4182,-3.31877
4183,-7.60559
4184,-2.22286
4185,-9.3121
4186,-2.07699
4187,-8.98203
4188,-3.11166
4189,-7.80434
4190,-3.81367
4191,-7.26399
4192,-3.53642
4193,-7.87207
4194,-3.47884
4195,-7.31963
4196,-3.84727
4197,-7.79788
4198,-4.9505
4199,-6.95538
4200,-4.33113
4201,-6.25689
4202,-5.07677
4203,-5.77315
4204,-5.16387
4205,-3.50638
4206,-5.32931
4207,-5.09066
4208,-5.66688
4209,-4.22092
4210,-6.20361
4211,-4.07606
4212,-7.14655
4213,-3.851
4214,-7.72627
4215,-3.8183
4216,-7.47044
4217,-4.4944
4218,-7.96684
4219,-4.07586
4220,-6.47845
4221,-2.89506
4222,-8.19829
4223,-3.41633
4224,-8.03967
4225,-3.7267
4226,-8.72213
4227,-3.42426
4228,-8.3985
4229,-2.54913
4230,-8.86841
4231,-2.57269
4232,-8.19807
4233,-0.70959
4234,-10.0511
4235,-1.54609
4236,-10.29609
4237,-5.8019
4238,-7.56498
4239,-3.80883
4240,-6.43544
4241,-3.68053
4242,-6.36959
4243,-2.32682
4244,-6.722
4245,-3.07812
4246,-7.67445
4247,-2.98839
4248,-7.36676
4249,-1.76262
4250,-9.42048
4251,-2.81298
4252,-10.04932
4253,-2.22006
4254,-11.07151
4255,-2.74394
4256,-10.2108
4257,-2.9134
4258,-9.61887
4259,-1.95595
4260,-9.65884
4261,-1.86989
4262,-7.56096
4263,-3.08866
4264,-6.40654
4265,-4.52959
4266,-7.16175
4267,-4.82867
4268,-6.59914
4269,-5.4255
4270,-6.32709
4271,-6.50544
4272,-4.01031
4273,-7.13462
4274,-2.89207
4275,-9.06558
4276,-1.80204
4277,-9.48039
4278,-3.68917
4279,-7.75985
4280,-4.52885
4281,-7.78997
4282,-2.70712
4283,-7.48752
4284,-3.70851
4285,-6.40371
4286,-4.56032
4287,-6.85672
4288,-2.40422
4289,-8.01933
4290,-2.29466
4291,-8.85157
4292,-3.69511
4293,-9.0052
4294,-1.32189
4295,-12.40905
4296,-3.56638
4297,-12.21709
4298,-1.69363
4299,-12.08332
4300,-2.33408
4301,-11.30612
4302,-2.14487
4303,-10.0336
4304,-2.17821
4305,-9.72049
4306,-1.73627
4307,-10.20804
4308,-1.00498
4309,-11.75002
4310,-3.18508
4311,-10.43027
4312,-2.29117
4313,-8.73901
4314,-1.5219
4315,-10.97366
4316,-3.07408
4317,-8.98063
4318,-4.90805
4319,-7.53195
4320,-5.92893
4321,-5.69268
4322,-6.68845
4323,-4.68825
4324,-4.48686
4325,-4.15865
4326,-7.82447
4327,-3.4058
4328,-7.57374
4329,-3.64903
4330,-7.04179
4331,-3.7274
4332,-6.36011
4333,-4.78037
4334,-5.76139
4335,-5.72786
4336,-4.442
4337,-6.76606
4338,-3.43425
4339,-7.97756
4340,-4.37079
4341,-5.8596
4342,-6.15586
4343,-6.64395
4344,-5.43088
4345,-5.9082
4346,-6.36475
4347,-5.14033
4348,-6.39242
4349,-4.28976
4350,-5.2228
4351,-4.34742
4352,-5.24404
4353,-4.50225
4354,-4.88272
4355,-6.57624
4356,-5.13493
4357,-5.87304
4358,-6.33782
4359,-2.84373
4360,-8.79178
4361,-1.51456
4362,-11.14002
4363,-1.42356
4364,-10.40049
4365,0.79118
4366,-12.66703
4367,-1.47081
4368,-12.75869
4369,-1.63776
4370,-11.91199
4371,-2.50638
4372,-10.78523
4373,0.23296
4374,-15.20629
4375,-2.52744
4376,-10.45602
4377,-0.61884
4378,-11.93002
4379,-1.2244
4380,-9.46616
4381,-1.92328
4382,-10.62714
4383,-0.15003
4384,-11.7247
4385,-3.58659
4386,-10.55345
4387,-3.72759
4388,-8.1649
4389,-2.93222
4390,-7.60205
4391,-1.12998
4392,-9.6657
4393,-2.93708
4394,-9.79934
4395,-1.03047
4396,-11.32102
4397,-2.87871
4398,-7.99372
4399,-5.33657
4400,-3.24401
4401,-7.36796
4402,-3.96679
4403,-7.47039
4404,-6.32711
4405,-5.0339
4406,-2.88634
4407,-9.60394
4408,-2.39173
4409,-10.49527
4410,-1.87277
4411,-12.77207
4412,-1.41189
4413,-12.66027
4414,-2.23964
4415,-8.6955
4416,-3.38704
4417,-8.9674
4418,-3.27597
4419,-7.77503
4420,-1.84098
4421,-8.84893
4422,-2.79803
4423,-9.17813
4424,-1.94315
4425,-9.87411
4426,-2.78982
4427,-8.55592
4428,-4.08184
4429,-6.52672
4430,-2.31142
4431,-6.63772
4432,-2.80745
4433,-5.02152
4434,-4.03011
4435,-7.22096
4436,-7.29985
4437,-4.43964
4438,-4.73057
4439,-9.08029
4440,-0.78301
4441,-12.34444
4442,-1.7432
4443,-10.30799
4444,-0.62443
4445,-10.40537
4446,-3.0993
4447,-8.73699
4448,-3.35838
4449,-9.09967
4450,-3.0836
4451,-7.86029
4452,-4.50141
4453,-6.93713
4454,-4.51233
4455,-5.68666
4456,-4.85362
4457,-6.15922
4458,-6.55899
4459,-4.12276
4460,-9.03176
4461,-0.921
4462,-10.15158
4463,-2.72657
4464,-12.00392
4465,-1.74307
4466,-12.13262
4467,1.13609
4468,-15.65557
4469,-0.13459
4470,-15.33614
4471,-1.68228
4472,-12.69174
4473,-2.31997
4474,-10.18588
4475,-3.43177
4476,-7.0148
4477,-4.71299
4478,-8.94304
4479,-3.06469
4480,-7.73095
4481,-1.8561
4482,-10.52384
4483,-2.00969
4484,-8.13179
4485,-2.67694
4486,-11.10107
4487,-3.0351
4488,-10.82114
4489,-1.61163
4490,-11.51502
4491,-3.75246
4492,-8.21171
4493,-3.75002
4494,-4.6503
4495,-4.56111
4496,-5.72277
4497,-2.88678
4498,-6.4097
4499,-3.74423
4500,-6.21101
4501,-2.5224
4502,-6.53762
4503,-3.24491
4504,-6.57867
4505,-1.03161
4506,-11.14081
4507,-1.29014
4508,-10.45034
4509,-1.93993
4510,-12.05313
4511,-1.05525
4512,-11.14849
4513,0.35931
4514,-14.87573
4515,-1.01714
4516,-12.14501
4517,-2.62898
4518,-9.98246
4519,-4.67061
4520,-5.7261
4521,-4.93431
4522,-5.94097
4523,-4.70951
4524,-5.60293
4525,-4.99845
4526,-6.07704
4527,-5.06584
4528,-5.84501
4529,-3.80159
4530,-6.75571
4531,-4.64804
4532,-9.4957
4533,-2.89809
4534,-9.86351
4535,-2.54594
4536,-7.93752
4537,-3.04239
4538,-8.51389
4539,-1.16323
4540,-8.06457
4541,-0.68149
4542,-10.45892
4543,-1.06598
4544,-11.80579
4545,-0.58405
4546,-12.20575
4547,-0.40259
4548,-12.03158
4549,-1.09043
4550,-13.19836
4551,-3.64989
4552,-10.74847
4553,-2.20464
4554,-8.53411
4555,-2.7069
4556,-7.6641
4557,-4.96032
4558,-7.23939
4559,-4.69038
4560,-5.86077
4561,-6.41316
4562,-5.62924
4563,-6.04729
4564,-4.5499
4565,-5.91704
4566,-5.29266
4567,-4.14394
4568,-7.91771
4569,-5.43737
4570,-7.35473
4571,-4.79496
4572,-5.36421
4573,-2.35032
4574,-8.7002
4575,-4.60908
4576,-7.76429
4577,-7.08807
4578,-5.74309
4579,-4.07257
4580,-4.70515
4581,-6.23406
4582,-6.39325
4583,-4.43869
4584,-6.10668
4585,-5.17119
4586,-4.54964
4587,-5.5867
4588,-4.6708
4589,-6.73723
4590,-2.6769
4591,-6.37197
4592,-5.17413
4593,-6.10416
4594,-4.3743
4595,-6.62599
4596,-2.89445
4597,-10.41318
4598,-2.4955
4599,-9.966
4600,0.04188
4601,-13.90887
4602,-0.0653
4603,-13.9798
4604,-1.00394
4605,-13.57355
4606,-1.87645
4607,-13.04633
4608,-2.99186
4609,-11.12013
4610,-1.00956
4611,-12.29774
4612,-2.98883
4613,-11.90633
4614,-1.95495
4615,-12.4777
4616,-3.24168
4617,-10.40757
4618,-4.05416
4619,-7.28266
4620,-2.52101
4621,-7.41292
4622,-3.74571
4623,-6.89394
4624,-3.79261
4625,-7.20788
4626,-6.34679
4627,-5.50942
4628,-3.69831
4629,-8.01827
4630,-2.87184
4631,-7.43978
4632,-3.6374
4633,-6.5141
4634,-3.4157
4635,-7.16547
4636,-3.00613
4637,-6.33804
4638,-1.60658
4639,-9.01962
4640,-2.11508
4641,-8.46021
4642,-1.53617
4643,-9.36924
4644,-2.46665
4645,-11.6714
4646,-2.13381
4647,-11.34785
4648,-1.2588
4649,-13.65748
4650,-0.42756
4651,-12.61621
4652,-0.66978
4653,-13.60484
4654,-2.15862
4655,-10.66265
4656,-0.67901
4657,-10.61583
4658,-2.69621
4659,-9.33526
4660,-4.06956
4661,-10.10858
4662,-3.18889
4663,-10.01223
4664,-2.75976
4665,-8.22371
4666,-1.67894
4667,-10.08805
4668,-2.39162
4669,-10.10355
4670,-3.05027
4671,-8.33326
4672,-3.40123
4673,-7.43704
4674,-4.50991
4675,-5.64619
4676,-5.49583
4677,-5.20087
4678,-4.58116
4679,-7.3128
4680,-5.63445
4681,-6.68944
4682,-4.65653
4683,-5.38255
4684,-7.16516
4685,-4.8338
4686,-4.00919
4687,-4.48233
4688,-4.71082
4689,-5.18759
4690,-7.39165
4691,-4.26624
4692,-5.72221
4693,-3.55138
4694,-8.11081
4695,-5.8039
4696,-6.46053
4697,-4.86017
4698,-5.85396
4699,-2.56105
4700,-6.51919
4701,-2.89967
4702,-10.86535
4703,-2.37177
4704,-8.69848
4705,-2.63741
4706,-7.80275
4707,-4.37955
4708,-4.86894
4709,-6.06452
4710,-4.77776
4711,-3.37163
4712,-5.80953
4713,-5.56492
4714,-6.68117
4715,-2.60937
4716,-7.0643
4717,-3.85485
4718,-6.5478
4719,-4.08679
4720,-6.16812
4721,-4.45994
4722,-6.65773
4723,-5.36914
4724,-4.72313
4725,-6.75105
4726,-1.8614
4727,-8.57957
4728,-2.92648
4729,-8.03908
4730,-3.26326
4731,-8.83879
4732,-1.78867
4733,-10.26431
4734,-3.25078
4735,-8.08863
4736,-1.58259
4737,-12.79819
4738,-1.74937
4739,-11.08789
4740,-4.24944
4741,-9.13972
4742,-3.35303
4743,-7.24456
4744,-3.13591
4745,-5.62788
4746,-4.2419
4747,-6.70953
4748,-3.86209
4749,-7.94545
4750,-4.37189
4751,-7.531
4752,-2.15647
4753,-10.32441
4754,-3.65087
4755,-7.82201
4756,-2.85458
4757,-9.95272
4758,-1.26748
4759,-10.42933
4760,-1.63575
4761,-10.29948
4762,-2.7064
4763,-7.52017
4764,-2.47629
4765,-9.45826
4766,-2.1343
4767,-9.63322
4768,-2.49206
4769,-10.22221
4770,-1.55194
4771,-11.02233
4772,-0.72794
4773,-12.36288
4774,-1.50202
4775,-10.69657
4776,-1.28267
4777,-12.27005
4778,-1.48452
4779,-12.37108
4780,-0.26336
4781,-10.96139
4782,-1.39892
4783,-12.471
4784,-0.77018
4785,-9.8778
4786,-1.50194
