,values
6346,-2.51224
6347,-9.13417
6348,-1.404
6349,-9.11445
6350,-2.46808
6351,-9.06797
6352,-1.34321
6353,-11.66802
6354,-2.27489
6355,-10.37919
6356,-3.55883
6357,-7.10189
6358,-3.04069
6359,-8.54126
6360,-1.29494
6361,-11.22429
6362,-2.81928
6363,-7.1864
6364,-2.65228
6365,-7.93658
6366,-4.38968
6367,-6.76722
6368,-4.45909
6369,-6.53736
6370,-1.33154
6371,-10.26734
6372,-1.20523
6373,-9.5851
6374,-1.34725
6375,-11.40539
6376,-3.6814
6377,-8.73955
6378,-3.36356
6379,-9.31509
6380,-3.0923
6381,-7.02483
6382,-5.94544
6383,-4.26158
6384,-7.77391
6385,-4.71334
6386,-5.91973
6387,-4.13552
6388,-8.6246
6389,-3.35783
6390,-7.56627
6391,-4.75661
6392,-6.89854
6393,-5.3302
6394,-4.73129
6395,-5.48553
6396,-4.95653
6397,-6.89884
6398,-4.35509
6399,-6.96813
6400,-5.61438
6401,-5.74945
6402,-7.3125
6403,-5.30833
6404,-5.91579
6405,-4.57727
6406,-5.50031
6407,-6.09779
6408,-6.65184
6409,-4.47953
6410,-7.49893
6411,-3.43459
6412,-8.08122
6413,-3.04955
6414,-8.3879
6415,-1.53482
6416,-11.04098
6417,-1.74728
6418,-10.81324
6419,-1.95484
6420,-9.91412
6421,-3.07551
6422,-9.45947
6423,-4.15946
6424,-7.21997
6425,-2.44915
6426,-9.24669
6427,-2.73036
6428,-9.6536
6429,-2.99948
6430,-7.89331
6431,-2.46828
6432,-10.86713
6433,-1.28761
6434,-11.15915
6435,-2.05385
6436,-9.23201
6437,-2.87843
6438,-9.21701
6439,-3.79934
6440,-8.02404
6441,-3.50974
6442,-6.85374
6443,-3.44902
6444,-7.47593
6445,-1.31085
6446,-10.32031
6447,-0.86355
6448,-12.46148
6449,-2.32356
6450,-11.25386
6451,-1.65611
6452,-10.6149
6453,-0.42047
6454,-11.35655
6455,0.22675
6456,-13.04762
6457,-2.01287
6458,-9.77489
6459,-1.03417
6460,-10.79885
6461,-2.6486
6462,-11.21965
6463,-0.98252
6464,-12.17575
6465,-0.86256
6466,-11.87487
6467,0.70413
6468,-15.77075
6469,-3.77799
6470,-10.24682
6471,-2.31762
6472,-11.75542
6473,-1.11735
6474,-12.50669
6475,-0.68856
6476,-12.86117
6477,-1.41321
6478,-12.11294
6479,-3.04749
6480,-9.97301
6481,0.39388
6482,-10.7216
6483,-0.60579
6484,-13.17697
6485,-1.32308
6486,-9.71319
6487,-2.26813
6488,-11.59687
6489,-1.05353
6490,-13.29565
6491,-1.86206
6492,-11.1066
6493,-1.49914
6494,-11.52531
6495,-2.50079
6496,-10.45212
6497,-3.94682
6498,-5.1531
6499,-7.57988
6500,-3.77487
6501,-7.50664
6502,-4.31892
6503,-7.88823
6504,-4.13209
6505,-6.76273
6506,-4.24755
6507,-5.74276
6508,-7.10471
6509,-2.02096
6510,-7.89951
6511,-3.58431
6512,-6.4747
6513,-4.49355
6514,-5.76574
6515,-5.78795
6516,-5.94465
6517,-5.88605
6518,-5.35141
6519,-4.67019
6520,-4.98623
6521,-6.58611
6522,-4.30376
6523,-5.11686
6524,-4.76465
6525,-4.38692
6526,-5.3739
6527,-5.15255
6528,-6.94193
6529,-2.3748
6530,-9.47094
6531,-1.72841
6532,-10.76576
6533,-1.14823
6534,-13.10057
6535,-1.08256
6536,-12.59367
6537,-2.78912
6538,-9.6921
6539,-2.97854
6540,-8.14927
6541,-3.41142
6542,-9.25301
6543,-1.87244
6544,-9.08952
6545,-0.4615
6546,-10.09155
6547,-2.3853
6548,-11.85151
6549,-4.31813
6550,-8.5939
6551,-1.70036
6552,-7.76723
6553,-1.51461
6554,-9.75091
6555,-4.19498
6556,-7.68138
6557,-3.96636
6558,-6.2551
6559,-3.01372
6560,-7.09268
6561,-4.43856
6562,-9.87366
6563,-3.60347
6564,-9.70276
6565,-1.5878
6566,-12.71533
6567,-3.49714
6568,-9.73327
6569,-2.63981
6570,-9.81991
6571,-3.04856
6572,-8.82759
6573,-5.17522
6574,-6.10854
6575,-5.12662
6576,-5.80206
6577,-5.52667
6578,-7.82591
6579,-2.35571
6580,-8.33703
6581,-2.40227
6582,-9.58412
6583,-0.43107
6584,-10.39391
6585,-1.86957
6586,-8.16204
6587,-1.86005
6588,-9.12419
6589,-2.93371
6590,-8.56605
6591,-1.24625
6592,-10.29123
6593,-2.74515
6594,-11.16914
6595,-1.19463
6596,-12.51914
6597,-0.8697
6598,-11.47812
6599,-1.97941
6600,-9.62202
6601,-2.31628
6602,-9.26594
6603,-3.50274
6604,-11.29512
6605,-1.99422
6606,-9.60342
6607,-0.51784
6608,-12.65427
6609,0.17228
6610,-14.30342
6611,-1.04554
6612,-14.10932
6613,-0.29791
6614,-12.70375
6615,-2.85057
6616,-8.96015
6617,-1.48272
6618,-10.66452
6619,-2.99377
6620,-8.3657
6621,-3.40126
6622,-7.99857
6623,-2.20244
6624,-10.87877
6625,-2.379
6626,-7.97925
6627,-0.64087
6628,-11.64504
6629,-0.906
6630,-14.38675
6631,-1.33961
6632,-10.93623
6633,-2.18469
6634,-9.35982
6635,-0.8031
6636,-11.93391
6637,0.4636
6638,-13.79269
6639,-0.90937
6640,-14.09024
6641,-2.15801
6642,-9.05246
6643,-2.82577
6644,-8.65791
6645,0.25198
6646,-12.87111
6647,-0.14443
6648,-12.97674
6649,0.89533
6650,-16.69366
6651,-2.04779
6652,-12.16366
6653,-2.357
6654,-9.05563
6655,-3.61064
6656,-5.63612
6657,-6.1377
6658,-6.71121
6659,-5.75066
6660,-5.36785
6661,-3.99138
6662,-6.69294
6663,-3.01605
6664,-7.90258
6665,-3.42803
6666,-7.77685
6667,-3.90062
6668,-6.92661
6669,-3.78675
6670,-8.19448
6671,-3.95014
6672,-6.96569
6673,-3.63636
6674,-5.81197
6675,-3.83671
6676,-8.68096
6677,-5.44389
6678,-6.28892
6679,-4.5465
6680,-6.32706
6681,-4.71476
6682,-7.42338
6683,-3.21199
6684,-8.55557
6685,-3.27571
6686,-8.48207
6687,-4.47598
6688,-7.62592
6689,-3.79892
6690,-8.58626
6691,-2.69153
6692,-8.13103
6693,-2.90017
6694,-8.60928
6695,-2.98558
6696,-5.58129
6697,-4.36734
6698,-6.53899
6699,-3.06349
6700,-7.13313
6701,-4.4805
6702,-7.95116
6703,-4.97394
6704,-5.4173
6705,-7.07852
6706,-4.88426
6707,-5.07513
6708,-8.06603
6709,-5.4575
6710,-8.74115
6711,-0.82172
6712,-12.27821
6713,-0.03824
6714,-14.29024
6715,-1.60788
6716,-11.38234
6717,-3.10232
6718,-7.14537
6719,-4.31352
6720,-7.09341
6721,-3.31773
6722,-5.69886
6723,-3.49663
6724,-4.30913
6725,-5.83731
6726,-3.81987
6727,-6.18176
6728,-5.24106
6729,-5.17513
6730,-5.43906
6731,-3.9233
6732,-6.89693
6733,-3.82568
6734,-6.92628
6735,-2.60032
6736,-9.9503
6737,-2.21371
6738,-12.06739
6739,-0.0426
6740,-13.42462
6741,-2.06197
6742,-11.1231
6743,-0.87164
6744,-10.87658
6745,-1.11836
6746,-13.34182
6747,-2.28667
6748,-10.74265
6749,-3.41481
6750,-9.64208
6751,-2.19327
6752,-10.81279
6753,-2.48902
6754,-9.32346
6755,-0.46012
6756,-10.46512
6757,0.04228
6758,-10.44267
6759,-0.42671
6760,-12.74118
6761,-1.52416
6762,-11.38642
6763,-1.93029
6764,-10.23875
6765,-1.10576
6766,-11.12198
6767,-2.28888
6768,-7.85027
6769,-3.08809
6770,-6.99841
6771,-3.20414
6772,-8.67981
6773,-3.3862
6774,-8.69082
6775,-2.18708
6776,-10.33027
6777,-2.56775
6778,-12.53341
6779,-0.51492
6780,-12.65344
6781,-0.53866
6782,-11.97386
6783,-1.69751
6784,-9.87301
6785,-0.79814
6786,-10.5534
6787,-3.27601
6788,-8.53552
6789,-2.45814
6790,-10.09384
6791,-1.46897
6792,-10.80302
6793,-2.29106
6794,-10.65427
6795,-0.39662
6796,-14.05485
6797,-0.90505
6798,-11.60282
6799,-1.53111
6800,-11.51926
6801,-1.10842
6802,-10.77059
6803,-0.99739
6804,-12.63362
6805,-0.32171
6806,-14.55999
6807,-1.45544
6808,-12.06672
6809,-2.32851
6810,-12.7663
6811,-3.27171
6812,-7.32619
6813,-2.88415
6814,-6.6585
6815,-2.3265
6816,-6.48616
6817,-5.06589
6818,-4.82922
6819,-6.97396
6820,-3.48783
6821,-8.66146
6822,-1.80643
6823,-12.12495
6824,-2.42044
6825,-8.2217
6826,-2.75997
6827,-11.28603
6828,-1.73056
6829,-12.32051
6830,-0.05238
6831,-12.17791
6832,-1.74518
6833,-12.85807
6834,-4.58177
6835,-6.893
6836,-4.1277
6837,-4.43272
6838,-5.16468
6839,-6.66761
6840,-7.06922
6841,-4.40507
6842,-7.62479
6843,-2.56147
6844,-9.5049
6845,-1.31586
6846,-10.4636
6847,-2.43765
6848,-9.14978
6849,-3.0421
6850,-8.29266
6851,-3.81224
6852,-6.82504
6853,-3.20308
6854,-9.8668
6855,-1.85392
6856,-9.81228
6857,-3.70908
6858,-10.62009
6859,-2.61008
6860,-9.08697
6861,-3.53151
6862,-8.46515
6863,-4.63921
6864,-6.51675
6865,-4.42113
6866,-5.02599
6867,-4.09708
6868,-6.36122
6869,-3.12715
6870,-6.76511
6871,-4.05714
6872,-6.27705
6873,-5.42009
6874,-6.21958
6875,-3.75818
6876,-7.19315
6877,-2.32368
6878,-8.08037
6879,-4.89351
6880,-7.60453
6881,-4.98153
6882,-6.833
6883,-4.11171
6884,-6.98378
6885,-6.70862
6886,-4.56888
6887,-6.5694
6888,-4.09327
6889,-7.14268
6890,-4.36844
6891,-6.65818
6892,-4.65211
6893,-6.68832
6894,-3.26872
6895,-8.44027
6896,-4.1608
6897,-5.73355
6898,-2.11618
6899,-10.78281
6900,-1.14446
6901,-12.12056
6902,-1.85296
6903,-8.80294
6904,-1.1992
6905,-10.81245
6906,-2.14493
6907,-8.82148
6908,-1.80486
6909,-9.90425
6910,-0.39421
6911,-12.9229
6912,0.91428
6913,-12.40912
6914,-0.35546
6915,-14.10464
6916,-1.61162
6917,-11.48772
6918,-1.05694
6919,-11.84211
6920,-1.27463
6921,-9.24878
6922,-3.59151
6923,-8.22807
6924,-3.10643
6925,-10.33127
6926,-1.87082
6927,-11.75331
6928,-0.92125
6929,-11.84958
6930,-3.05032
6931,-6.13786
6932,-4.67574
6933,-6.67996
6934,-5.76507
6935,-6.67879
6936,-5.79245
6937,-4.12016
6938,-5.74729
6939,-4.50935
6940,-5.69982
6941,-4.52998
6942,-6.06009
6943,-3.99098
6944,-5.15171
6945,-2.87149
6946,-7.06385
6947,-1.17507
6948,-10.40586
6949,-1.03347
6950,-12.66109
6951,-2.78502
6952,-10.11357
6953,-2.54203
6954,-11.19944
6955,-2.74249
6956,-7.46623
6957,-5.4543
6958,-5.81817
6959,-6.03948
6960,-5.26599
6961,-5.28113
6962,-2.18738
6963,-8.352
6964,-3.96183
6965,-6.19149
6966,-4.50571
6967,-5.45408
6968,-4.81406
6969,-5.38894
6970,-5.27416
6971,-6.3456
6972,-5.23453
6973,-4.42349
6974,-7.45417
6975,-4.7567
6976,-7.13081
6977,-2.9976
6978,-6.50385
6979,-4.2363
6980,-5.77922
6981,-3.6334
6982,-7.47053
6983,-2.71607
6984,-6.8979
6985,-4.35503
6986,-7.52475
6987,-3.43514
6988,-7.3447
6989,-2.08751
6990,-10.48245
6991,1.3901
6992,-15.00877
6993,-1.66683
6994,-13.49963
6995,-3.01483
6996,-10.7348
6997,-1.56237
6998,-10.57338
6999,-2.31663
7000,-9.85196
7001,-0.40112
7002,-10.23647
7003,-1.64088
7004,-11.51788
7005,-2.29625
7006,-8.76867
7007,-1.96505
7008,-9.50877
7009,-2.09361
7010,-9.78387
7011,-1.92578
7012,-10.92276
7013,-0.20643
7014,-10.182
7015,-0.69023
7016,-10.89124
7017,-0.27683
7018,-13.75996
7019,-3.88546
7020,-10.30154
7021,0.17257
7022,-14.19888
7023,0.49196
7024,-14.97626
7025,0.27475
7026,-13.55094
7027,-0.68009
7028,-10.46645
7029,-0.8545
7030,-9.34623
7031,-2.33732
7032,-8.00222
7033,-3.65631
7034,-3.99882
7035,-4.60485
7036,-6.84139
7037,-4.56741
7038,-4.03241
7039,-8.1928
7040,-2.87
7041,-9.32559
7042,-2.80901
7043,-8.50062
7044,-5.71076
7045,-7.60147
7046,-1.81522
7047,-11.38783
7048,-0.41832
7049,-12.69912
7050,-0.76348
7051,-12.77074
7052,-2.04234
7053,-10.51366
7054,-2.65428
7055,-7.73517
7056,-1.87947
7057,-9.38156
7058,-3.42299
7059,-8.43913
7060,-2.62072
7061,-8.30278
7062,-2.00108
7063,-10.05698
7064,-0.64951
7065,-9.86631
7066,0.28805
7067,-12.77386
7068,-1.57154
7069,-12.04325
7070,-1.43111
7071,-11.36967
7072,-0.49329
7073,-11.5071
7074,-2.58422
7075,-10.6207
7076,-3.12616
7077,-8.09917
7078,-2.92583
7079,-8.19459
7080,-2.93596
7081,-6.76079
7082,-6.15672
7083,-4.48181
7084,-4.11274
7085,-4.67203
7086,-2.99172
7087,-6.56185
7088,-4.37777
7089,-5.61176
7090,-3.07755
7091,-7.93089
7092,-2.70579
7093,-9.2732
7094,-3.00351
7095,-9.21476
7096,-3.20576
7097,-7.62127
7098,-4.85137
7099,-5.23425
7100,-4.46577
7101,-5.70215
7102,-5.0613
7103,-5.75762
7104,-3.41336
7105,-5.97024
7106,-5.45341
7107,-6.13935
7108,-4.5606
7109,-4.4322
7110,-5.88509
7111,-4.381
7112,-8.3189
7113,-4.29108
7114,-10.05704
7115,-3.80709
7116,-6.45876
7117,-5.59929
7118,-6.77687
7119,-2.66212
7120,-8.77054
7121,-5.43262
7122,-7.09904
7123,-5.29625
7124,-7.2418
7125,-4.02916
7126,-7.99006
7127,-2.6562
7128,-8.65778
7129,-3.4595
7130,-7.47942
7131,-3.12074
7132,-9.87407
7133,-2.40915
7134,-10.43057
7135,-0.28343
7136,-13.21565
7137,-0.91347
7138,-10.54173
7139,-1.28273
7140,-12.32018
7141,-1.35503
7142,-13.59425
7143,-2.29875
7144,-12.28581
7145,-0.45299
7146,-11.88555
7147,-0.64955
7148,-12.30313
7149,-0.18003
7150,-13.42547
7151,-0.2618
7152,-12.95865
7153,-0.50371
7154,-12.63069
7155,-0.38422
7156,-12.93262
7157,-1.06118
7158,-10.45423
7159,-0.33853
7160,-12.66292
7161,-0.57864
7162,-10.98005
7163,-0.62083
7164,-12.94815
7165,-1.2605
7166,-10.2004
7167,-0.91194
7168,-12.03761
7169,-0.7638
7170,-10.13687
7171,-2.95968
7172,-9.95794
7173,-4.30926
7174,-7.6344
7175,-4.55919
7176,-7.25901
7177,-3.42777
7178,-9.78617
7179,-3.32204
7180,-6.19114
7181,-2.2259
7182,-7.41345
7183,-3.12391
7184,-8.71271
7185,-4.03099
7186,-10.05475
7187,-0.69249
7188,-13.67382
7189,0.80616
7190,-13.61421
7191,-1.02184
7192,-10.64077
7193,-1.68764
7194,-9.75754
7195,-1.9096
7196,-9.14663
7197,-1.84438
7198,-10.8539
7199,-2.3083
7200,-11.10988
7201,-1.39094
7202,-10.24668
7203,-1.98355
7204,-11.79119
7205,-3.0963
7206,-6.41257
7207,-3.30687
7208,-7.77227
7209,-3.50213
7210,-6.96179
7211,-1.80001
7212,-11.0649
7213,-1.74585
7214,-11.5913
7215,0.22425
7216,-16.25172
7217,-3.93941
7218,-12.4967
7219,-2.81551
7220,-7.9477
7221,-3.93453
7222,-7.98022
7223,0.41703
7224,-11.58188
7225,-2.28092
7226,-8.98278
7227,-1.00733
7228,-12.55276
7229,-1.27812
7230,-11.60614
7231,-1.31294
7232,-10.42574
7233,-1.1763
7234,-10.41842
7235,-2.88996
7236,-10.75666
7237,-1.8443
7238,-11.32845
7239,-4.22014
7240,-6.9451
7241,-3.40626
7242,-8.63013
7243,-3.44522
7244,-8.38444
7245,-2.50201
7246,-9.6346
7247,-1.81498
7248,-9.27704
7249,-2.50193
7250,-9.41464
7251,-3.69732
7252,-8.87853
7253,-1.32002
7254,-9.08036
7255,-2.09684
7256,-10.50311
7257,-1.52719
7258,-9.64159
7259,-4.53956
7260,-5.19457
7261,-4.97248
7262,-4.28222
7263,-7.28574
7264,-4.84768
7265,-5.38781
7266,-6.508
7267,-5.2707
7268,-5.64532
7269,-6.39069
7270,-7.1131
7271,-5.52267
7272,-6.90237
7273,-3.68376
7274,-7.11734
7275,-2.26719
7276,-8.15528
7277,-3.12594
7278,-7.89295
7279,-1.27761
7280,-10.40126
7281,-3.99326
7282,-6.95451
7283,-3.89495
7284,-6.44803
7285,-6.41456
7286,-4.23578
7287,-7.54224
7288,-3.68041
7289,-5.26136
7290,-4.37707
7291,-4.56939
7292,-5.01039
7293,-7.24733
7294,-4.56286
7295,-5.29467
7296,-5.92194
7297,-5.73161
7298,-4.75579
7299,-3.96611
7300,-6.78556
7301,-2.71357
7302,-6.32552
7303,-4.39971
7304,-7.84424
7305,-3.42137
7306,-8.55185
7307,-2.24567
7308,-7.98994
7309,-2.23293
7310,-6.7253
7311,-4.19803
7312,-6.37716
7313,-4.92139
7314,-5.12336
7315,-4.09179
7316,-8.31075
7317,-2.83088
7318,-6.8831
7319,-1.87384
7320,-9.57459
7321,-3.33084
7322,-8.60027
7323,-1.81413
7324,-9.61485
7325,-1.15262
7326,-12.78884
7327,-2.50788
7328,-11.40741
7329,-0.09889
7330,-12.58046
7331,-0.74725
7332,-13.23006
7333,-1.60747
7334,-12.4151
7335,-1.15771
7336,-11.45574
7337,-2.18921
7338,-10.6162
7339,-4.51216
7340,-6.93073
7341,-4.21408
7342,-6.92565
7343,-6.65746
7344,-4.45179
7345,-3.57809
7346,-5.76144
7347,-6.79543
7348,-3.90703
7349,-7.89757
7350,-4.14687
7351,-7.81745
7352,-4.15949
7353,-7.07702
7354,-4.60351
7355,-7.28816
7356,-2.04152
7357,-9.39008
7358,-3.31984
7359,-8.39747
7360,-2.00794
7361,-10.01188
7362,-1.68937
7363,-10.93253
7364,-1.6368
7365,-10.45687
7366,-1.84862
7367,-10.21336
7368,-2.40239
7369,-9.04366
7370,-2.08488
7371,-9.43034
7372,-1.28433
7373,-10.92771
7374,-0.26657
7375,-12.66711
7376,-0.16278
7377,-13.41702
7378,0.30911
7379,-12.89919
7380,-2.62543
7381,-11.59805
7382,-1.85056
7383,-9.98941
7384,-3.21712
7385,-9.29569
7386,-1.31376
7387,-11.37337
7388,-0.82513
7389,-10.59025
7390,-1.18869
7391,-10.69086
7392,-0.43104
7393,-13.06575
7394,-1.31963
7395,-11.2748
7396,-2.17963
7397,-9.48432
7398,-2.13247
7399,-9.37332
7400,-1.02329
7401,-10.73768
7402,-1.32028
7403,-9.81512
7404,-3.0146
7405,-9.72907
7406,-4.04733
7407,-6.81215
7408,-4.8907
7409,-6.56296
7410,-3.6668
7411,-6.96787
7412,-2.55313
7413,-8.41992
7414,-2.91332
7415,-6.60871
7416,-2.71244
7417,-7.38321
7418,-5.36457
7419,-5.52048
7420,-5.35476
7421,-4.09092
7422,-8.14901
7423,-2.88042
7424,-8.04458
7425,-2.09121
7426,-8.82944
7427,-1.30622
7428,-10.64389
7429,-3.04768
7430,-9.87509
7431,-2.85033
7432,-8.30813
7433,-1.5618
7434,-11.42848
7435,-0.25925
7436,-12.3238
7437,-0.2695
7438,-13.08207
7439,-0.58173
7440,-12.23839
7441,0.24175
7442,-14.28536
7443,-0.80627
7444,-12.53139
7445,-3.48397
7446,-8.71126
7447,-0.20555
7448,-9.1449
7449,-3.35993
7450,-7.38584
7451,-5.13361
7452,-6.30456
7453,-5.97101
7454,-4.85828
7455,-5.6827
7456,-4.35002
7457,-6.77638
7458,-5.43313
7459,-6.70549
7460,-5.81218
7461,-5.25812
7462,-6.82405
7463,-3.93643
7464,-7.25387
7465,-3.26866
7466,-8.24086
7467,-1.72807
7468,-9.84862
7469,-1.03294
7470,-10.63805
7471,-2.70145
7472,-9.32343
7473,-1.56595
7474,-11.6864
7475,-4.54231
7476,-7.97332
7477,-6.23252
7478,-5.9215
7479,-4.91049
7480,-6.07436
7481,-4.01461
7482,-7.10247
7483,-3.68812
7484,-5.36199
7485,-3.22602
7486,-7.03633
7487,-3.87967
7488,-8.10538
7489,-2.95284
7490,-5.72067
7491,-4.53278
7492,-4.18659
7493,-6.36916
7494,-5.88514
7495,-6.5661
7496,-4.94959
7497,-4.78947
7498,-7.41547
7499,-2.10452
7500,-9.81748
7501,-1.36776
7502,-11.9534
7503,-0.91563
7504,-11.15002
7505,-1.78795
7506,-11.08499
7507,-0.70244
7508,-12.22732
7509,-2.70599
7510,-9.50145
7511,-2.19725
7512,-9.72809
7513,-3.03779
7514,-8.72752
7515,-3.67165
7516,-8.79835
7517,-2.83336
7518,-7.48167
7519,-3.88892
7520,-7.86661
7521,-3.85489
7522,-9.5549
7523,-3.24315
7524,-8.32625
7525,-2.8058
7526,-8.40586
7527,-3.98635
7528,-8.22164
7529,-2.08833
7530,-9.09189
7531,-2.75401
7532,-10.53006
7533,-1.70057
7534,-11.61603
7535,-1.61626
7536,-11.65045
7537,-2.24392
7538,-10.87084
7539,-3.58755
7540,-6.93391
7541,-2.05555
7542,-8.25676
7543,-2.92396
7544,-9.40345
7545,-2.0905
7546,-8.61252
7547,-2.11501
7548,-9.90348
7549,-2.15113
7550,-9.33612
7551,-2.89089
7552,-8.24649
7553,-2.08773
7554,-9.72866
7555,-1.92527
7556,-10.87069
7557,-4.33346
7558,-9.82147
7559,-3.02152
7560,-8.34114
7561,-5.32247
7562,-8.3398
7563,-3.597
7564,-8.44204
7565,-3.45492
7566,-6.68151
7567,-3.01998
7568,-8.841
7569,-1.61482
7570,-10.30982
7571,-2.4416
7572,-10.78258
7573,-2.33714
7574,-8.55605
7575,-2.94244
7576,-8.46802
7577,-3.01761
7578,-7.87672
7579,-3.18399
7580,-8.60476
7581,-1.48431
7582,-9.14461
7583,-2.41143
7584,-10.80983
7585,-3.2544
7586,-10.48286
7587,-3.01022
7588,-9.28099
7589,-1.59646
7590,-11.30702
7591,-3.08327
7592,-12.19078
7593,-1.75653
7594,-12.57288
7595,-2.28514
7596,-9.87783
7597,-1.9013
7598,-10.70018
7599,-3.65743
7600,-8.65996
7601,-1.85336
7602,-10.49373
7603,-1.03844
7604,-10.44199
7605,-3.48732
7606,-10.73633
7607,-1.87309
7608,-9.5927
7609,-1.17646
7610,-10.54208
7611,-1.48206
7612,-11.31602
7613,-1.36347
7614,-10.77538
7615,0.24771
7616,-15.17083
7617,-0.07865
7618,-15.9065
7619,-1.80028
7620,-13.47675
7621,-0.72088
7622,-13.86216
7623,-0.08001
7624,-11.52235
7625,-1.08486
7626,-10.2642
7627,-1.58272
7628,-12.09668
7629,-3.43144
7630,-10.18329
7631,-4.32949
7632,-8.31649
7633,-1.52699
7634,-9.67001
7635,-1.17556
7636,-11.05704
7637,-1.66074
7638,-9.23805
7639,-1.06049
7640,-11.37164
7641,-1.48324
7642,-9.74844
7643,-3.47292
7644,-8.51561
7645,-3.60918
7646,-7.87034
7647,-3.87996
7648,-6.38724
7649,-4.50928
7650,-5.50483
7651,-2.64811
7652,-8.34741
7653,-2.78323
7654,-8.36534
7655,-1.79727
7656,-7.69414
7657,-1.38178
7658,-8.21371
7659,-3.25326
7660,-8.03549
7661,-4.6807
7662,-6.80009
7663,-2.27893
7664,-8.81471
7665,-1.53326
7666,-6.94071
7667,-2.77296
7668,-10.58066
7669,-1.46913
7670,-9.33833
7671,-2.0512
7672,-10.77548
7673,-2.91783
7674,-11.06038
7675,-2.44401
7676,-8.9401
7677,-2.13442
7678,-9.5001
7679,-3.0513
7680,-9.42983
7681,-4.15541
7682,-5.70651
7683,-5.29462
7684,-6.37124
7685,-3.6952
7686,-6.54494
7687,-5.32187
7688,-4.22644
7689,-4.05333
7690,-6.66056
7691,-1.61516
7692,-12.0024
7693,-0.35696
7694,-11.89082
7695,-1.45999
7696,-11.23678
7697,-2.46597
7698,-9.53424
7699,-2.70343
7700,-7.69803
7701,-3.0023
7702,-6.61713
7703,-4.09721
7704,-7.68767
7705,-4.35299
7706,-5.13113
7707,-5.2724
7708,-4.07777
7709,-7.26732
7710,-3.69604
7711,-9.58198
7712,-3.15172
7713,-8.90591
7714,-4.03968
7715,-7.13059
7716,-5.19998
7717,-6.44266
7718,-4.57661
7719,-6.37124
7720,-4.02354
7721,-5.94611
7722,-4.5117
7723,-6.80871
7724,-4.49995
7725,-6.91148
7726,-2.24896
7727,-9.03465
7728,-3.1212
7729,-8.00094
7730,-2.25986
7731,-10.36218
7732,-1.55441
7733,-11.91896
7734,-1.99829
7735,-9.23558
7736,-3.94121
7737,-6.82973
7738,-4.42577
7739,-5.44259
7740,-7.00085
7741,-4.84812
7742,-5.39852
7743,-4.9817
7744,-3.46089
7745,-7.70956
7746,-3.46271
7747,-7.48131
7748,-3.9273
7749,-7.29811
7750,-2.21122
7751,-10.55882
7752,-0.75494
7753,-12.06411
7754,0.06104
7755,-13.5068
7756,-2.3134
7757,-9.53916
7758,-2.29202
7759,-9.45287
7760,-1.36147
7761,-10.55538
7762,-0.56613
7763,-15.18707
7764,-3.58744
7765,-9.84268
7766,-3.20381
7767,-11.74996
7768,-1.34294
7769,-13.12435
7770,-1.74401
7771,-11.38771
7772,-1.03531
7773,-11.28369
7774,-1.93277
7775,-9.26197
7776,-1.87696
7777,-9.60676
7778,-4.10343
7779,-8.57855
7780,-4.491
7781,-8.11947
7782,-2.42365
7783,-9.19037
7784,-2.33833
7785,-9.69175
7786,-1.15123
7787,-10.23341
7788,-1.50897
7789,-9.8859
7790,-2.48516
7791,-7.08673
7792,-3.85161
7793,-6.3315
7794,-1.49812
7795,-9.94845
7796,-3.10055
7797,-7.43156
7798,-2.68399
7799,-10.69293
7800,-2.39144
7801,-9.18241
7802,-1.41036
7803,-10.38795
7804,1.76805
7805,-13.85875
7806,1.43669
7807,-17.07766
7808,-3.93501
7809,-12.76151
7810,-3.41605
7811,-8.33197
7812,-3.75832
7813,-7.47289
7814,-1.83889
7815,-8.89519
7816,-1.13912
7817,-9.03451
7818,-2.00833
7819,-10.40588
7820,-2.07755
7821,-11.9078
7822,-1.86095
7823,-8.28649
7824,-3.64439
7825,-8.95137
7826,-1.05867
7827,-12.06891
7828,0.26947
7829,-11.43892
7830,-0.77241
7831,-13.34324
7832,-1.94857
7833,-10.32856
7834,-1.82987
7835,-9.70096
7836,-1.87147
7837,-10.20872
7838,-0.93784
7839,-9.3658
7840,-1.79647
7841,-10.39984
7842,-2.2566
7843,-11.49452
7844,-2.09137
7845,-9.72635
7846,-1.51634
7847,-11.6679
7848,-2.33925
7849,-11.22836
7850,-2.86258
7851,-10.29564
7852,-2.96927
7853,-8.96774
7854,-2.52423
7855,-8.28644
7856,-2.89258
7857,-8.67717
7858,-0.50845
7859,-10.8813
7860,-0.84315
7861,-10.22272
7862,-2.69487
7863,-7.48443
7864,-4.25153
7865,-7.22027
7866,-3.39643
7867,-6.61123
7868,-3.89411
7869,-6.67508
7870,-2.45339
7871,-7.99461
7872,-2.0453
7873,-10.00175
7874,-1.9767
7875,-8.78911
7876,-1.97542
7877,-10.45446
7878,-2.12804
7879,-11.84149
7880,-0.86455
7881,-10.99356
7882,-2.00145
7883,-8.35201
7884,-2.25361
7885,-7.86362
7886,-2.11769
7887,-10.32482
7888,-1.06997
7889,-10.27404
7890,-1.69932
7891,-9.01422
7892,-2.1595
7893,-11.26891
7894,-3.49869
7895,-8.71631
7896,-4.48919
7897,-6.47373
7898,-2.10847
7899,-11.25774
7900,-0.98919
7901,-12.66627
7902,-2.85654
7903,-9.43846
7904,-2.81404
